crop,district,market,price,arrival,quantity,unit,literacy,forecast
Cotton,Kolar,Kolar Market,1682.34,2025-09-27,1851,kg,58.7,Drought warning
Tomato,davanagere,davanagere market,891.9,2025-10-22,1481,kg,89.2,Rising prices
Rice,Tumkur,Tumkur Mandi,2414.84,2025-07-26,563,kg,80.8,Heatwave
Wheat,Kolar,Kolar Market,1009.41,2025-09-17,1977,quintal,58.7,Rising prices
Rice,davanagere,davanagere market,3196.12,2025-09-22,1396,quintal,89.2,Drought warning
Cotton,Tumkur,Tumkur Mandi,3025.46,2025-09-16,2804,ton,80.8,Rain expected
Maize,davanagere,davanagere market,3284.3,2025-10-03,420,kg,89.2,Heatwave
Wheat,Kolar,Kolar Market,2401.94,2025-08-01,2396,quintal,58.7,Flood risk
Rice,Mysuru,Mysuru Mandi,2744.8,2025-10-19,778,quintal,81.8,Flood risk
Maize,chitradurga,chitradurga market,2860.81,2025-09-15,2769,ton,81.8,Price may drop
Wheat,Kolar,Kolar Market,2783.14,2025-10-12,2622,ton,58.7,Price may drop
Rice,davanagere,davanagere market,1555.61,2025-10-11,2312,ton,89.2,Price may drop
Wheat,Kolar,Kolar Market,2166.67,2025-10-04,1538,kg,58.7,Stable
Wheat,Kolar,Kolar Market,3094.09,2025-07-22,1071,quintal,58.7,Heatwave
Cotton,Mysuru,Mysuru Mandi,1430.45,2025-09-29,2716,quintal,81.8,Sunny weather
Rice,Tumkur,Tumkur Mandi,2311.15,2025-07-14,1990,kg,80.8,Rising prices
Cotton,chitradurga,chitradurga market,1922.82,2025-07-25,1680,ton,81.8,Cold wave
Wheat,Kolar,Kolar Market,1728.41,2025-10-03,660,quintal,58.7,Rain expected
Maize,chitradurga,chitradurga market,1226.92,2025-09-10,2303,quintal,81.8,Cold wave
Cotton,chitradurga,chitradurga market,2125.45,2025-09-14,1822,ton,81.8,Drought warning
Rice,Tumkur,Tumkur Mandi,1578.94,2025-10-02,2075,quintal,80.8,Drought warning
Maize,davanagere,davanagere market,1291.03,2025-09-21,1413,quintal,89.2,Drought warning
Cotton,Kolar,Kolar Market,1725.86,2025-07-05,2403,kg,58.7,Cold wave
Cotton,davanagere,davanagere market,2600.75,2025-10-25,2238,quintal,89.2,Drought warning
Wheat,chitradurga,chitradurga market,1200.57,2025-08-08,2344,kg,81.8,Sunny weather
Wheat,Kolar,Kolar Market,2315.39,2025-07-30,2959,quintal,58.7,Drought warning
Wheat,Mysuru,Mysuru Mandi,2382.07,2025-10-21,1132,kg,81.8,Flood risk
Tomato,Kolar,Kolar Market,939.37,2025-08-09,2942,ton,58.7,Price may drop
Cotton,chitradurga,chitradurga market,1323.63,2025-08-02,2458,kg,81.8,Slight showers
Wheat,davanagere,davanagere market,2941.14,2025-07-22,1426,ton,89.2,Sunny weather
Cotton,Kolar,Kolar Market,3411.42,2025-07-23,464,ton,58.7,Rising prices
Maize,davanagere,davanagere market,2237.89,2025-07-28,2139,quintal,89.2,Drought warning
Cotton,davanagere,davanagere market,1864.71,2025-09-06,1168,ton,89.2,Price may drop
Cotton,Kolar,Kolar Market,3392.41,2025-10-21,1139,kg,58.7,Rising prices
Rice,davanagere,davanagere market,3115.95,2025-07-21,173,ton,89.2,Cold wave
Maize,Kolar,Kolar Market,2887.44,2025-07-07,1149,ton,58.7,Flood risk
Rice,Tumkur,Tumkur Mandi,1946.32,2025-09-18,1826,quintal,80.8,Cold wave
Cotton,chitradurga,chitradurga market,1990.09,2025-10-27,2513,quintal,81.8,Sunny weather
Maize,davanagere,davanagere market,2150.59,2025-08-25,1290,quintal,89.2,Flood risk
Cotton,Tumkur,Tumkur Mandi,2118.16,2025-09-26,1184,kg,80.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,3122.96,2025-10-10,2012,ton,80.8,Slight showers
Cotton,Kolar,Kolar Market,2034.59,2025-07-31,23,kg,58.7,Flood risk
Tomato,Kolar,Kolar Market,2766.06,2025-09-03,2459,kg,58.7,Slight showers
Rice,Tumkur,Tumkur Mandi,3433.56,2025-10-23,2960,kg,80.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,2078.31,2025-08-09,1517,ton,80.8,Price may drop
Rice,Tumkur,Tumkur Mandi,3111.81,2025-07-13,227,kg,80.8,Rising prices
Tomato,Mysuru,Mysuru Mandi,3008.57,2025-10-04,2555,ton,81.8,Stable
Cotton,Kolar,Kolar Market,3374.21,2025-09-16,187,kg,58.7,Rain expected
Maize,Tumkur,Tumkur Mandi,3251.58,2025-10-04,1393,quintal,80.8,Flood risk
Tomato,davanagere,davanagere market,3074.13,2025-08-07,178,kg,89.2,Rain expected
Cotton,Tumkur,Tumkur Mandi,3021.52,2025-09-01,1172,quintal,80.8,Stable
Maize,Kolar,Kolar Market,3107.9,2025-08-21,1919,kg,58.7,Drought warning
Cotton,Mysuru,Mysuru Mandi,970.27,2025-07-21,1410,kg,81.8,Flood risk
Tomato,chitradurga,chitradurga market,2015.81,2025-08-25,2663,ton,81.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,1055.65,2025-07-16,2307,ton,80.8,Heatwave
Rice,davanagere,davanagere market,1516.54,2025-09-22,237,ton,89.2,Rising prices
Rice,Kolar,Kolar Market,2190.97,2025-10-16,2270,kg,58.7,Rising prices
Tomato,chitradurga,chitradurga market,3290.31,2025-07-21,1181,ton,81.8,Rain expected
Wheat,Kolar,Kolar Market,2954.28,2025-10-16,1112,quintal,58.7,Drought warning
Wheat,davanagere,davanagere market,840.96,2025-09-06,487,quintal,89.2,Stable
Cotton,Mysuru,Mysuru Mandi,1605.89,2025-09-15,1435,ton,81.8,Flood risk
Maize,Tumkur,Tumkur Mandi,1164.0,2025-08-05,1107,quintal,80.8,Price may drop
Cotton,chitradurga,chitradurga market,793.64,2025-09-20,1220,quintal,81.8,Stable
Rice,Tumkur,Tumkur Mandi,1498.9,2025-07-17,1998,quintal,80.8,Stable
Wheat,Tumkur,Tumkur Mandi,2908.64,2025-07-27,2329,quintal,80.8,Price may drop
Rice,Mysuru,Mysuru Mandi,1324.93,2025-10-23,1259,quintal,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,1812.2,2025-08-04,1530,kg,81.8,Price may drop
Tomato,Mysuru,Mysuru Mandi,1195.04,2025-09-04,1584,kg,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,787.55,2025-07-10,2604,kg,80.8,Rain expected
Wheat,chitradurga,chitradurga market,2782.88,2025-08-23,2111,quintal,81.8,Price may drop
Rice,davanagere,davanagere market,2612.74,2025-08-17,1462,kg,89.2,Sunny weather
Maize,Tumkur,Tumkur Mandi,3362.26,2025-09-08,1243,kg,80.8,Flood risk
Maize,chitradurga,chitradurga market,2908.66,2025-08-28,2020,kg,81.8,Drought warning
Rice,chitradurga,chitradurga market,2742.39,2025-07-12,2396,ton,81.8,Rising prices
Cotton,Tumkur,Tumkur Mandi,3109.98,2025-10-21,2058,kg,80.8,Price may drop
Maize,Kolar,Kolar Market,859.67,2025-07-16,2355,ton,58.7,Heatwave
Cotton,Tumkur,Tumkur Mandi,2199.44,2025-09-22,1627,kg,80.8,Rain expected
Maize,Mysuru,Mysuru Mandi,3181.56,2025-09-25,1659,ton,81.8,Drought warning
Tomato,chitradurga,chitradurga market,2193.65,2025-10-16,1790,ton,81.8,Cold wave
Wheat,Tumkur,Tumkur Mandi,1866.67,2025-08-27,1554,kg,80.8,Stable
Maize,Tumkur,Tumkur Mandi,1374.75,2025-09-16,1112,ton,80.8,Heatwave
Cotton,Mysuru,Mysuru Mandi,2378.4,2025-09-04,211,kg,81.8,Sunny weather
Tomato,Tumkur,Tumkur Mandi,3187.77,2025-09-22,2947,ton,80.8,Drought warning
Tomato,chitradurga,chitradurga market,2351.33,2025-09-16,2105,quintal,81.8,Rain expected
Cotton,Tumkur,Tumkur Mandi,3213.98,2025-07-20,110,quintal,80.8,Stable
Tomato,Kolar,Kolar Market,2387.96,2025-08-02,2299,quintal,58.7,Rising prices
Maize,Kolar,Kolar Market,2970.63,2025-07-12,2627,ton,58.7,Cold wave
Wheat,Tumkur,Tumkur Mandi,1185.75,2025-09-08,1791,quintal,80.8,Rising prices
Rice,Tumkur,Tumkur Mandi,1441.24,2025-07-03,1254,kg,80.8,Rain expected
Rice,davanagere,davanagere market,2141.48,2025-10-20,1057,quintal,89.2,Drought warning
Tomato,Mysuru,Mysuru Mandi,2374.67,2025-10-26,1155,quintal,81.8,Slight showers
Tomato,Mysuru,Mysuru Mandi,2561.63,2025-08-05,2255,quintal,81.8,Cold wave
Wheat,Tumkur,Tumkur Mandi,2263.67,2025-07-20,368,ton,80.8,Flood risk
Tomato,Tumkur,Tumkur Mandi,3448.97,2025-10-16,184,quintal,80.8,Price may drop
Tomato,Tumkur,Tumkur Mandi,1746.23,2025-07-11,867,ton,80.8,Heatwave
Maize,Tumkur,Tumkur Mandi,3232.07,2025-09-14,261,quintal,80.8,Cold wave
Tomato,Kolar,Kolar Market,3487.68,2025-08-12,1433,quintal,58.7,Stable
Rice,Kolar,Kolar Market,2909.58,2025-08-12,1571,kg,58.7,Drought warning
Tomato,davanagere,davanagere market,924.67,2025-10-14,2852,quintal,89.2,Flood risk
Maize,Mysuru,Mysuru Mandi,1820.63,2025-09-09,1897,quintal,81.8,Drought warning
Maize,davanagere,davanagere market,2890.14,2025-10-27,1708,ton,89.2,Cold wave
Rice,Tumkur,Tumkur Mandi,1704.2,2025-10-10,1623,quintal,80.8,Rain expected
Rice,Tumkur,Tumkur Mandi,2910.73,2025-10-04,1179,ton,80.8,Heatwave
Tomato,Mysuru,Mysuru Mandi,3409.55,2025-09-26,1102,quintal,81.8,Cold wave
Rice,Mysuru,Mysuru Mandi,3009.29,2025-10-23,2759,ton,81.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,1730.51,2025-09-25,2575,kg,81.8,Rain expected
Maize,chitradurga,chitradurga market,2076.36,2025-08-12,1082,kg,81.8,Sunny weather
Maize,Tumkur,Tumkur Mandi,1313.62,2025-08-27,1236,kg,80.8,Flood risk
Wheat,Kolar,Kolar Market,1411.82,2025-09-01,2329,quintal,58.7,Stable
Wheat,Kolar,Kolar Market,891.94,2025-09-20,2422,kg,58.7,Rain expected
Rice,Mysuru,Mysuru Mandi,2503.55,2025-09-15,2754,kg,81.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,2982.8,2025-09-29,267,ton,81.8,Rising prices
Cotton,davanagere,davanagere market,2466.91,2025-08-27,234,kg,89.2,Price may drop
Cotton,Kolar,Kolar Market,1076.11,2025-08-22,1907,kg,58.7,Flood risk
Cotton,Mysuru,Mysuru Mandi,2712.97,2025-10-27,2177,quintal,81.8,Flood risk
Cotton,Mysuru,Mysuru Mandi,1873.14,2025-09-29,490,ton,81.8,Flood risk
Maize,Kolar,Kolar Market,784.6,2025-09-28,2076,kg,58.7,Slight showers
Maize,Kolar,Kolar Market,1951.54,2025-08-04,1285,quintal,58.7,Rain expected
Cotton,davanagere,davanagere market,2943.69,2025-10-17,2465,ton,89.2,Rising prices
Rice,Mysuru,Mysuru Mandi,3279.13,2025-08-31,2031,quintal,81.8,Drought warning
Tomato,chitradurga,chitradurga market,3074.4,2025-07-29,821,kg,81.8,Flood risk
Maize,chitradurga,chitradurga market,1807.59,2025-10-07,2432,quintal,81.8,Rain expected
Maize,Tumkur,Tumkur Mandi,2559.31,2025-08-27,1275,quintal,80.8,Rising prices
Wheat,Mysuru,Mysuru Mandi,1544.38,2025-10-21,998,quintal,81.8,Heatwave
Rice,Kolar,Kolar Market,3000.38,2025-08-09,804,quintal,58.7,Stable
Rice,Kolar,Kolar Market,1617.61,2025-09-10,2471,quintal,58.7,Sunny weather
Cotton,Tumkur,Tumkur Mandi,2043.78,2025-08-22,729,ton,80.8,Rising prices
Rice,chitradurga,chitradurga market,1307.16,2025-10-09,538,ton,81.8,Cold wave
Maize,Kolar,Kolar Market,3435.09,2025-09-28,2875,ton,58.7,Flood risk
Cotton,Tumkur,Tumkur Mandi,2356.18,2025-07-16,1356,ton,80.8,Drought warning
Tomato,Kolar,Kolar Market,2414.07,2025-08-17,2425,kg,58.7,Rain expected
Wheat,Kolar,Kolar Market,1161.96,2025-09-17,741,ton,58.7,Rising prices
Cotton,davanagere,davanagere market,1457.0,2025-09-28,1011,kg,89.2,Sunny weather
Tomato,Tumkur,Tumkur Mandi,2811.15,2025-10-05,2167,quintal,80.8,Drought warning
Tomato,Kolar,Kolar Market,2545.82,2025-08-18,278,quintal,58.7,Drought warning
Tomato,davanagere,davanagere market,1154.05,2025-07-17,1376,ton,89.2,Drought warning
Wheat,davanagere,davanagere market,3010.39,2025-08-24,189,quintal,89.2,Price may drop
Rice,Mysuru,Mysuru Mandi,2446.52,2025-10-03,2504,kg,81.8,Sunny weather
Wheat,Mysuru,Mysuru Mandi,2989.24,2025-07-13,1679,kg,81.8,Drought warning
Maize,Kolar,Kolar Market,818.42,2025-07-14,349,kg,58.7,Flood risk
Cotton,Tumkur,Tumkur Mandi,2290.33,2025-08-24,1847,ton,80.8,Stable
Cotton,Mysuru,Mysuru Mandi,2737.0,2025-07-26,2887,kg,81.8,Heatwave
Cotton,Tumkur,Tumkur Mandi,2672.8,2025-07-30,423,ton,80.8,Slight showers
Tomato,Tumkur,Tumkur Mandi,2874.71,2025-10-01,2172,kg,80.8,Heatwave
Wheat,Mysuru,Mysuru Mandi,1994.17,2025-08-14,573,ton,81.8,Price may drop
Cotton,Tumkur,Tumkur Mandi,2099.33,2025-07-11,657,kg,80.8,Slight showers
Maize,Tumkur,Tumkur Mandi,1810.98,2025-10-01,1372,quintal,80.8,Rising prices
Maize,Mysuru,Mysuru Mandi,1853.47,2025-08-08,2966,ton,81.8,Cold wave
Cotton,davanagere,davanagere market,3158.61,2025-07-02,1195,quintal,89.2,Rising prices
Tomato,Mysuru,Mysuru Mandi,2291.16,2025-08-15,429,ton,81.8,Cold wave
Wheat,Tumkur,Tumkur Mandi,1113.38,2025-09-09,1685,ton,80.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,1986.48,2025-08-06,167,quintal,81.8,Price may drop
Rice,Kolar,Kolar Market,2879.97,2025-10-19,549,ton,58.7,Cold wave
Rice,davanagere,davanagere market,2418.48,2025-08-19,1445,ton,89.2,Stable
Maize,Kolar,Kolar Market,3036.65,2025-09-13,930,ton,58.7,Price may drop
Maize,chitradurga,chitradurga market,2119.77,2025-09-14,667,quintal,81.8,Heatwave
Rice,chitradurga,chitradurga market,1948.66,2025-10-01,773,ton,81.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,3126.46,2025-10-08,981,kg,80.8,Sunny weather
Wheat,Kolar,Kolar Market,2747.03,2025-07-04,1244,quintal,58.7,Heatwave
Cotton,Kolar,Kolar Market,1910.98,2025-07-01,2039,quintal,58.7,Rain expected
Tomato,Mysuru,Mysuru Mandi,3001.73,2025-08-25,1294,kg,81.8,Flood risk
Wheat,chitradurga,chitradurga market,2819.16,2025-09-24,129,ton,81.8,Heatwave
Maize,Tumkur,Tumkur Mandi,2749.22,2025-08-16,1184,ton,80.8,Drought warning
Tomato,davanagere,davanagere market,2423.28,2025-08-25,493,kg,89.2,Cold wave
Cotton,Tumkur,Tumkur Mandi,700.2,2025-10-03,1180,kg,80.8,Slight showers
Wheat,Tumkur,Tumkur Mandi,2073.75,2025-08-27,2270,kg,80.8,Rain expected
Tomato,chitradurga,chitradurga market,729.85,2025-10-16,1859,quintal,81.8,Rain expected
Tomato,davanagere,davanagere market,2428.59,2025-08-13,1980,quintal,89.2,Price may drop
Wheat,chitradurga,chitradurga market,2421.46,2025-10-06,486,kg,81.8,Cold wave
Rice,chitradurga,chitradurga market,3497.57,2025-10-06,333,ton,81.8,Heatwave
Wheat,chitradurga,chitradurga market,2899.92,2025-10-24,1826,quintal,81.8,Drought warning
Wheat,Tumkur,Tumkur Mandi,2743.19,2025-07-17,2245,kg,80.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,2221.93,2025-10-22,60,quintal,81.8,Rain expected
Cotton,davanagere,davanagere market,2852.0,2025-07-30,1195,kg,89.2,Slight showers
Maize,chitradurga,chitradurga market,2630.52,2025-10-03,268,kg,81.8,Price may drop
Wheat,davanagere,davanagere market,1353.27,2025-09-11,2691,quintal,89.2,Slight showers
Cotton,Tumkur,Tumkur Mandi,1299.05,2025-07-30,2344,quintal,80.8,Drought warning
Cotton,Mysuru,Mysuru Mandi,3115.19,2025-09-08,2449,quintal,81.8,Cold wave
Maize,Kolar,Kolar Market,3419.15,2025-07-20,195,quintal,58.7,Slight showers
Cotton,Tumkur,Tumkur Mandi,2976.23,2025-09-26,1334,quintal,80.8,Drought warning
Maize,Tumkur,Tumkur Mandi,3411.21,2025-07-30,81,ton,80.8,Drought warning
Wheat,Kolar,Kolar Market,1932.78,2025-10-23,287,ton,58.7,Stable
Wheat,Kolar,Kolar Market,863.82,2025-08-27,1228,quintal,58.7,Cold wave
Tomato,Mysuru,Mysuru Mandi,826.78,2025-10-06,2473,quintal,81.8,Cold wave
Rice,davanagere,davanagere market,1215.85,2025-08-23,1557,quintal,89.2,Flood risk
Cotton,Tumkur,Tumkur Mandi,3484.89,2025-10-25,2947,kg,80.8,Rising prices
Tomato,davanagere,davanagere market,1608.2,2025-09-30,2990,ton,89.2,Sunny weather
Tomato,Kolar,Kolar Market,3371.41,2025-08-11,1553,quintal,58.7,Cold wave
Wheat,davanagere,davanagere market,1536.04,2025-09-06,238,kg,89.2,Rising prices
Cotton,davanagere,davanagere market,2815.22,2025-07-28,1031,kg,89.2,Cold wave
Cotton,chitradurga,chitradurga market,1065.44,2025-10-26,461,ton,81.8,Heatwave
Rice,davanagere,davanagere market,2372.78,2025-10-22,2152,quintal,89.2,Drought warning
Rice,davanagere,davanagere market,1955.29,2025-10-20,613,ton,89.2,Stable
Cotton,davanagere,davanagere market,3206.09,2025-07-08,2411,ton,89.2,Cold wave
Rice,Kolar,Kolar Market,1686.59,2025-09-03,1780,quintal,58.7,Cold wave
Rice,davanagere,davanagere market,1125.1,2025-07-15,2638,quintal,89.2,Drought warning
Wheat,Mysuru,Mysuru Mandi,1789.39,2025-07-06,2207,ton,81.8,Drought warning
Cotton,Tumkur,Tumkur Mandi,1988.8,2025-07-04,1877,kg,80.8,Rain expected
Rice,Tumkur,Tumkur Mandi,2979.5,2025-08-24,1129,kg,80.8,Flood risk
Cotton,Kolar,Kolar Market,2928.64,2025-07-06,2231,ton,58.7,Price may drop
Cotton,davanagere,davanagere market,1713.57,2025-07-20,1104,kg,89.2,Stable
Rice,Mysuru,Mysuru Mandi,1544.08,2025-09-11,1490,ton,81.8,Drought warning
Tomato,davanagere,davanagere market,3376.24,2025-10-12,2850,ton,89.2,Price may drop
Maize,Kolar,Kolar Market,1063.41,2025-08-21,491,ton,58.7,Slight showers
Maize,Kolar,Kolar Market,3100.29,2025-07-24,509,ton,58.7,Rising prices
Cotton,Tumkur,Tumkur Mandi,2250.76,2025-10-11,2521,ton,80.8,Price may drop
Wheat,Mysuru,Mysuru Mandi,2956.14,2025-07-03,2270,quintal,81.8,Flood risk
Rice,Tumkur,Tumkur Mandi,1921.43,2025-08-02,2742,ton,80.8,Sunny weather
Cotton,Mysuru,Mysuru Mandi,1594.12,2025-10-02,2161,ton,81.8,Sunny weather
Cotton,Mysuru,Mysuru Mandi,2283.97,2025-09-04,984,ton,81.8,Heatwave
Rice,Tumkur,Tumkur Mandi,1328.29,2025-10-02,1991,quintal,80.8,Flood risk
Rice,Mysuru,Mysuru Mandi,3295.77,2025-09-12,281,kg,81.8,Rising prices
Maize,chitradurga,chitradurga market,757.58,2025-09-19,1346,ton,81.8,Drought warning
Tomato,Tumkur,Tumkur Mandi,2280.81,2025-08-11,2200,ton,80.8,Flood risk
Tomato,Mysuru,Mysuru Mandi,2048.36,2025-07-24,30,ton,81.8,Heatwave
Wheat,chitradurga,chitradurga market,2596.51,2025-08-20,2384,kg,81.8,Flood risk
Maize,Kolar,Kolar Market,1477.83,2025-09-23,2181,ton,58.7,Slight showers
Rice,davanagere,davanagere market,2223.5,2025-09-09,2846,ton,89.2,Slight showers
Tomato,davanagere,davanagere market,2593.08,2025-07-14,500,kg,89.2,Drought warning
Wheat,Mysuru,Mysuru Mandi,1010.88,2025-10-10,249,quintal,81.8,Price may drop
Rice,Tumkur,Tumkur Mandi,1780.34,2025-10-14,2709,quintal,80.8,Slight showers
Cotton,Kolar,Kolar Market,2262.18,2025-07-18,2847,quintal,58.7,Drought warning
Wheat,davanagere,davanagere market,1321.02,2025-10-07,1024,quintal,89.2,Slight showers
Cotton,davanagere,davanagere market,1423.43,2025-10-19,145,kg,89.2,Sunny weather
Maize,Kolar,Kolar Market,3183.81,2025-07-15,2945,kg,58.7,Sunny weather
Rice,davanagere,davanagere market,1363.0,2025-10-19,376,kg,89.2,Slight showers
Maize,Kolar,Kolar Market,1499.02,2025-07-14,1710,kg,58.7,Rising prices
Tomato,Kolar,Kolar Market,1750.9,2025-07-10,1788,kg,58.7,Sunny weather
Wheat,davanagere,davanagere market,2000.52,2025-08-03,827,ton,89.2,Heatwave
Wheat,davanagere,davanagere market,3317.23,2025-08-22,2028,ton,89.2,Drought warning
Tomato,davanagere,davanagere market,774.56,2025-08-28,2174,kg,89.2,Slight showers
Cotton,Tumkur,Tumkur Mandi,3458.03,2025-10-03,1334,quintal,80.8,Drought warning
Tomato,Tumkur,Tumkur Mandi,2215.47,2025-09-29,2311,ton,80.8,Flood risk
Wheat,davanagere,davanagere market,1501.95,2025-09-21,2239,ton,89.2,Drought warning
Maize,davanagere,davanagere market,1364.31,2025-07-13,2739,ton,89.2,Heatwave
Tomato,chitradurga,chitradurga market,1315.18,2025-07-23,1636,ton,81.8,Price may drop
Rice,Kolar,Kolar Market,889.6,2025-08-25,1014,quintal,58.7,Sunny weather
Wheat,davanagere,davanagere market,1592.92,2025-07-13,445,kg,89.2,Stable
Wheat,Mysuru,Mysuru Mandi,1596.49,2025-10-26,2874,quintal,81.8,Drought warning
Wheat,Mysuru,Mysuru Mandi,1671.51,2025-09-14,1485,quintal,81.8,Slight showers
Cotton,chitradurga,chitradurga market,720.55,2025-07-07,926,kg,81.8,Drought warning
Cotton,Tumkur,Tumkur Mandi,849.54,2025-09-09,2536,quintal,80.8,Flood risk
Maize,Kolar,Kolar Market,2621.77,2025-07-06,269,kg,58.7,Slight showers
Rice,Tumkur,Tumkur Mandi,2470.17,2025-07-22,1076,quintal,80.8,Rain expected
Wheat,Tumkur,Tumkur Mandi,2871.99,2025-09-17,2351,quintal,80.8,Price may drop
Cotton,Tumkur,Tumkur Mandi,2574.58,2025-10-09,2791,quintal,80.8,Drought warning
Tomato,chitradurga,chitradurga market,2787.47,2025-09-10,2186,quintal,81.8,Sunny weather
Wheat,davanagere,davanagere market,1718.27,2025-08-05,144,quintal,89.2,Drought warning
Maize,chitradurga,chitradurga market,2950.84,2025-10-08,2302,ton,81.8,Stable
Rice,davanagere,davanagere market,1593.94,2025-10-18,2616,kg,89.2,Flood risk
Wheat,Tumkur,Tumkur Mandi,737.33,2025-09-07,1701,ton,80.8,Drought warning
Maize,davanagere,davanagere market,1499.46,2025-07-19,448,kg,89.2,Stable
Cotton,Tumkur,Tumkur Mandi,1371.55,2025-08-12,553,kg,80.8,Heatwave
Rice,davanagere,davanagere market,3027.61,2025-08-01,1850,quintal,89.2,Rain expected
Rice,chitradurga,chitradurga market,2917.27,2025-10-16,125,quintal,81.8,Cold wave
Tomato,chitradurga,chitradurga market,2223.89,2025-08-31,1732,quintal,81.8,Sunny weather
Rice,chitradurga,chitradurga market,3045.63,2025-07-24,2251,quintal,81.8,Sunny weather
Wheat,Tumkur,Tumkur Mandi,1125.75,2025-08-13,233,ton,80.8,Sunny weather
Maize,davanagere,davanagere market,2829.01,2025-09-02,417,kg,89.2,Sunny weather
Wheat,davanagere,davanagere market,848.65,2025-09-06,284,quintal,89.2,Flood risk
Tomato,davanagere,davanagere market,2434.91,2025-07-03,1061,ton,89.2,Rising prices
Cotton,Tumkur,Tumkur Mandi,1470.4,2025-09-20,1252,quintal,80.8,Cold wave
Tomato,chitradurga,chitradurga market,942.73,2025-09-23,788,quintal,81.8,Heatwave
Cotton,chitradurga,chitradurga market,3465.95,2025-08-18,2897,kg,81.8,Rain expected
Maize,davanagere,davanagere market,1466.45,2025-09-06,583,quintal,89.2,Sunny weather
Tomato,Mysuru,Mysuru Mandi,1555.06,2025-08-20,212,kg,81.8,Price may drop
Maize,Mysuru,Mysuru Mandi,1191.38,2025-08-14,2946,ton,81.8,Price may drop
Cotton,Kolar,Kolar Market,3178.19,2025-07-31,768,quintal,58.7,Flood risk
Tomato,chitradurga,chitradurga market,1836.58,2025-08-31,2020,quintal,81.8,Rain expected
Maize,chitradurga,chitradurga market,3153.25,2025-10-22,356,kg,81.8,Rising prices
Cotton,Tumkur,Tumkur Mandi,1299.63,2025-09-05,715,quintal,80.8,Price may drop
Wheat,Tumkur,Tumkur Mandi,1896.95,2025-08-28,1752,ton,80.8,Rain expected
Tomato,davanagere,davanagere market,1056.13,2025-07-14,1422,kg,89.2,Rain expected
Maize,Tumkur,Tumkur Mandi,2808.69,2025-09-15,1698,kg,80.8,Slight showers
Wheat,chitradurga,chitradurga market,3342.2,2025-08-29,498,kg,81.8,Drought warning
Cotton,Mysuru,Mysuru Mandi,1440.32,2025-07-07,34,quintal,81.8,Stable
Rice,chitradurga,chitradurga market,3004.27,2025-07-25,1696,quintal,81.8,Slight showers
Rice,davanagere,davanagere market,2833.86,2025-07-07,765,quintal,89.2,Stable
Wheat,Mysuru,Mysuru Mandi,2697.45,2025-09-09,2243,kg,81.8,Stable
Tomato,davanagere,davanagere market,2641.21,2025-10-16,2625,ton,89.2,Sunny weather
Rice,Mysuru,Mysuru Mandi,3192.41,2025-08-03,2125,ton,81.8,Sunny weather
Tomato,Mysuru,Mysuru Mandi,941.6,2025-08-10,2956,ton,81.8,Sunny weather
Maize,chitradurga,chitradurga market,2127.41,2025-10-25,1968,kg,81.8,Price may drop
Cotton,Mysuru,Mysuru Mandi,1615.01,2025-09-05,679,quintal,81.8,Rain expected
Maize,davanagere,davanagere market,3327.5,2025-08-01,2888,ton,89.2,Price may drop
Maize,chitradurga,chitradurga market,1677.99,2025-07-03,419,ton,81.8,Rising prices
Rice,Kolar,Kolar Market,1421.8,2025-07-06,2671,quintal,58.7,Drought warning
Maize,davanagere,davanagere market,1782.44,2025-10-04,2883,ton,89.2,Price may drop
Cotton,Kolar,Kolar Market,877.16,2025-10-18,1797,kg,58.7,Slight showers
Rice,Mysuru,Mysuru Mandi,3185.46,2025-07-21,2258,ton,81.8,Rising prices
Cotton,Kolar,Kolar Market,703.18,2025-09-17,554,ton,58.7,Heatwave
Wheat,Kolar,Kolar Market,3498.76,2025-07-06,1167,ton,58.7,Stable
Wheat,Kolar,Kolar Market,3334.46,2025-07-26,384,ton,58.7,Flood risk
Rice,Tumkur,Tumkur Mandi,1408.29,2025-09-15,440,kg,80.8,Stable
Cotton,Tumkur,Tumkur Mandi,3429.23,2025-10-22,1664,kg,80.8,Price may drop
Wheat,chitradurga,chitradurga market,945.75,2025-07-19,957,quintal,81.8,Sunny weather
Rice,chitradurga,chitradurga market,879.26,2025-07-18,643,ton,81.8,Heatwave
Rice,Kolar,Kolar Market,1654.23,2025-10-14,2772,quintal,58.7,Price may drop
Wheat,Mysuru,Mysuru Mandi,2512.31,2025-08-07,2738,quintal,81.8,Heatwave
Tomato,Tumkur,Tumkur Mandi,1815.61,2025-10-19,2107,kg,80.8,Rain expected
Maize,chitradurga,chitradurga market,872.96,2025-09-12,829,kg,81.8,Slight showers
Wheat,chitradurga,chitradurga market,1291.31,2025-08-28,2135,ton,81.8,Rain expected
